smiles,occurrence
C1=Nc2n[nH]cc2[C@H](c2ccccc2)SC1,2
c1cnn2nc3c(c2n1)CNC3,2
c1ccc([C@H]2NCCCn3cccc32)cc1,2
C1NC2(CCNCC2)NC12CCCCC2,2
C1Nc2ccccc2[C@@]12CC(c1ccccc1)=NO2,2
c1cc2c(cn1)NCCS2,2
C1O[C@@H](N2CCCC2)c2ccccc21,2
C1=CCCCCCC1,2
C1=CC2=CC=N[C@@H]2C=C1C1=NOCN1,2
c1ccc([C@H]2CNCc3ccccc32)cc1,2
CN=C=O,2
c1ncc2c(n1)NCCC2,2
C1C=NCO1,2
C1CCC2(C1)CNCC2,2
C1CS[C@@H]2COCC[C@@H]2[NH+]1,2
C1CCOC[C@]2(CNCC2)N1,2
c1ncc2c(n1)OCCO2,2
c1ccc([C@@H]2NCCc3nc[nH]c32)cc1,2
C1C=CNCC1,2
c1ccc(C2=Nc3ccnn3C2)cc1,2
c1ccc2c(c1)Cc1c[nH]cnc1CO2,2
C1=Nc2ccccc2SN1,2
C1NNc2ccccc2N1,2
C1NC[C@H]2CCCCC[C@H]2N1,2
C1CCC([C@@H]2CCOC3(CCC3)C2)CC1,2
C1=C[C@@H](c2ccc3c(c2)OCO3)c2cnccc2O1,2
C1=Nc2ccnn2[C@@H](c2ccccc2)C1,2
C1CCC2(CC1)CNC2,2
c1cncc([C@H]2[C@H]3COc4ccccc4C3=Nc3ncnn32)c1,2
C1NCCc2cc3c(cc21)OCCCO3,2
C1=Nc2nc3cc4c(cc3n2[C@@H](c2ccccc2)N1)OCCCO4,2
C1CC2(CC[NH2+]1)CCCO2,2
c1c[n+]sc1,2
C#CCCl,2
C1C=c2ccccc2=[NH+]1,2
C1N=NCN2NC(c3ccccc3)=C[C@@H]12,2
C1C=CN2CN=CN=C2N1,2
c1cc2c[nH]cnc2[nH]1,2
C=C/NOC,2
C1NCNC12CCNCC2,2
C1C=C(N2CCOCC2)Cc2ccccc21,2
c1ccc2c3c(nc2c1)CCC[NH+]C3,2
C1N[C@@]2(CC[NH+]C2)CCc2ccccc21,2
C1NC[C@@]2(CCOCC2)N1,2
c1ccc([C@H]2[NH2+]CCc3[nH]cnc32)cc1,2
C1C2=C(N=CCC2)c2ccccc21,2
C1C[NH2+]CCSC1,2
C1Cc2ccccc2CCC1,2
C1NCc2ncnn21,2
c1ccc2c(c1)CCc1ccccc1C2,2
C1NCCN2C[C@H]3[NH+]=c4ccccc4=C3C[C@H]12,2
C1NC[C@H]2[C@H]1[C@H]1CCC[NH+]1[C@@]21CNc2ccccc21,2
C1CCC(C2CC[NH+]C2)CC1,2
c1ccc(-[n+]2ccc3nncc3c2)cc1,2
C1=CNCCC1,2
C1O[C@H]2CN[C@@H]1C2,2
C1N=CCCN1,2
C1CNC[C@@H]2CCC[NH+]2C1,2
C1C[C@@H](c2cn[nH]c2)c2cnnc2N1,2
c1cncc([C@@H]2[C@H]3COc4ccccc4C3=Nc3ncnn32)c1,2
C1C[C@@H](C2CCCC2)CC1,2
C1NCc2ccc3c4c(ccc1c24)CC3,2
C1CC=Nc2ccccc21,2
C1CO[C@@H]([C@H]2C=CCO2)C1,2
c1nc2c(cn1)CCS2,2
C1N=CN=C2C=C(c3ccccc3)S[C@@H]12,2
C1c2ccccc2OC[C@]12CCN[C@@]21CNc2ccccc21,2
c1ccc(C2=NCN3C[C@@H]23)cc1,2
C1N[C@@H](c2ccncc2)c2cc3ccccc3oc21,2
c1ccc2c(c1)sc1ccsc12,2
C1C[C@@H]2NCC[C@@H]2CN1,2
c1cc2n(n1)CCCC2,2
C1CC[C@]2(CCN1)C[NH+]CCN2,2
c1ccc([C@H]2CCc3cccnc32)cc1,2
c1cc(C2=NCN=C(N3CCOCC3)O2)ccn1,2
C1NCC[NH+]1,2
c1cc2[nH]ccc2cn1,2
c1ccc2c(c1)CCC21CC[NH+]CC1,2
C1C[NH+]CC[C@@]2(C1)CC[NH2+]CC2,2
C1C=C(c2ccccc2)OC1,2
C1NC[C@@H]2CCCCC[C@H]2N1,2
C1COCON1,2
c1ccc(C2=NN[N-]N2)cc1,2
c1ncc2c(n1)SCC2,2
c1ccc2c(c1)C[C@@H]1SCCN[C@H]21,2
C1=CC2=N[C@H]3CNCC[C@H]3[C@@H]2C=C1,2
c1ccc2c3c([nH]c2c1)C[NH2+]CC3,2
C1CCCC2=C1[C@]1(CNc3ccccc31)C=CN2,2
C1C[C@H]2Sc3ccccc3N=C2NN1,2
C1=[NH+][C@@H]2CCCC[C@@H]2N1,2
C1CC12CNC2,2
C1N=N[C@H]([C@@H]2CCCO2)S1,2
C1C=CNc2ccccc21,2
C1C=C[C@]2(CNc3ccccc32)N1,2
C1CCC[C@H]2CNC[C@@H]12,2
C1CNSc2ccccc2N1,2
C1N[C@@H]2NCN[C@@H]2N1,2
COCS,2
c1nnc[nH+]1,2
C1=C[C@@H]2N=CC=C2C(C2=NOC[N-]2)=C1,2
C1=C[C@H]2CC[C@@H]1C21CC1,2
c1[nH+]c2sc3cnnnc3c2c2c1COCC2,2
C1Nc2ccccc2NC2=C1CCC2,2
C1NC[C@@]2(CCC[NH+]CC2)O1,2
C1=CC2=NCCN2C=C1,2
C1=C([C@@H]2[NH+]=c3ccccc3=[NH+]2)NN2CCNC[C@@H]12,2
C1C[C@@]2(CCNC2)CC1,2
C1C=C(N2CCCC2)Cc2ccccc21,2
C1N=C[C@]2(CN1)Cc1ccccc1N1CCOC[C@H]12,2
C1CC[C@@H]2CNCC[C@H]2N1,2
c1ccc2c(c1)c1c(c3ccoc32)C[NH+]CO1,2
c1cc2c3c(c[nH]c3c1)C[C@H]1[NH+]CCC[C@H]21,2
C1=[NH+][C@H](c2ccccc2)n2c(nc3ccccc32)N1,2
c1ccc(C2=NNc3nc4ncncc4n3C2)cc1,2
C1C[NH+][C@H]2CCCC[C@H]2N1,2
c1ccc2c(c1)CNCc1ccccc1-2,2
C1CCCc2ccsc21,2
c1ccc2c(c1)ccc1scoc12,2
C1C[C@@H]2CCC3Cc4scnc4C[C@@H]3[C@H]2O1,2
c1ccc2c(c1)Cc1cncnc1O2,2
C1NC[C@H]2CNC3(Cc4ccccc4C3)[C@H]12,2
C1C[NH+]=C(C2CC2)N1,2
C1=N[C@@H]2CCNCC2=N1,2
C1N=CN=C2SCC(c3ccco3)=C12,2
C1NC[C@@H]2NNC[C@@H]12,2
C1CCCC2=C1[C@H](c1ccco1)c1c[nH]c[nH]c1N2,2
C1NC[C@@H]2CN3N=CC=C[C@@H]3[C@@H]12,2
C1=[NH+]CNCN1,2
C1N[C@@H]2CCC[C@@H]12,2
C1=C[C@H](c2cnnc2)n2ncnc2N1,2
c1cncc(C2=NOCC2)c1,2
C1=c2ccccc2=[NH+][C@@H]1[C@H]1Nn2cnnc2S1,2
C1CC[C@@]2(C1)CC[NH2+]CC2,2
C1Nc2cccnc2Nc2ncccc21,2
C1NC[C@@H]2[C@@H]1[C@H]1C=C[C@@H]2C12CC2,2
c1ccc2c(c1)cc1n2CCNC1,2
C1CNSN1,2
C1COCSN1,2
C1C=CN2CN=C(N3CCc4ccccc43)N=C2N1,2
C1=CC2=N[C@@H]3C[NH+]CC[C@H]3[C@@H]2C=C1,2
C1NC2(CCNCC2)Nc2ncccc21,2
C1N=C2CNCN[C@H]2N1,2
C1=Nc2ccnc2[C@H](c2ccccc2)C1,2
C1Nc2ccccc2[C@@]12NCCC1=c3ccccc3=[NH+][C@H]12,2
c1ccc(-[n+]2ccsc2)cc1,2
c1ccc2cncc2c1,2
C1CC([C@@H]2CC[NH+]C2)CCN1,2
C1CNC[C@]2(C1)CCOC2,2
c1ccc2c(c1)CCC(C1CCCC1)C2,2
c1cc2c3c(cc4scnc4c3c1)CC2,2
C1=CC2(CCCCC2)Cc2ccccc21,2
c1ccc2c(c1)nc1cc3c(cn12)CCC3,2
c1c2c(cc3c1OCCCO3)C[NH+]CC2,2
C1OCNc2ccccc21,2
C1NCC2=C1CCCC2,2
c1c[nH+]c2cc[nH]c2c1,2
C1=C[C@@H]2CNCCN2N1,2
C1N=CN=C2S[C@@H]3COCCC3=C12,2
c1ccc2c(c1)SCc1cnoc1-2,2
c1cc(=[N+]2CCOCC2)c1,2
C1NCc2cc3ccccc3nc21,2
C1=CC[C@@]2(CC1)CCCNC2,2
N[O-],2
C1=NN=C(C2CCNCC2)C1,2
C1=CC2=[NH+]CCN2C=C1,2
C1CCC2(CC1)CCCNC2,2
C1=[NH+][C@@H]2CSC[C@@H]2S1,2
c1csc2nccnn2c1,2
C1NCc2ccccc2O1,2
C1=C[C@H](c2ccccc2)[n+]2ccsc2N1,2
C1OC[C@@H]([C@@H]2C[C@H]3OCO[C@H]3O2)O1,2
C1CCCC=[NH+]1,2
C1NC[C@@]2(CCCNC2)Oc2ccccc21,2
C1=C[C@@H]2COCC(C1)C2,2
c1ccc2c(c1)CNCC1(CCOCC1)O2,2
C1=NN(C2CC[NH+]CC2)CC1,2
c1cc2[nH]c3c(cn2n1)CNC3,2
C1NCC2(CN1)Cc1ccccc1N1CCC[C@@H]12,2
C1C=C(N2CCNCC2)CN1,2
C1NC[C@H]2C1=NN=C2c1ccccc1,2
C1CCCC2=C1CN=CN2,2
C1CSc2nc3ccccc3c2CN1,2
c1nc2c3c4c(sc3ncn2n1)CNCC4,2
C1NCNc2sc3c(c21)CCNC3,2
C1CNC[C@]2(C1)CCC[NH+]C2,2
c1c[n+]ccn1,2
c1csc(C2=NNCN2)c1,2
C1CNC[C@]2(C1)CC[NH2+]C2,2
C1=Nc2nncc2[C@@H](c2ccc3ncccc3c2)SC1,2
C1=NN[C@@H]([C@@H]2N=NC3=C2CCC3)N1,2
C1CCc2cc(C3=N[NH+]=CSC3)ccc2N1,2
C1Cc2c(ncc3cnccc23)N1,2
C1CCN2CCC[C@H]2C1,2
C=C/C,2
CC#CCO,2
C1=C[C@@H](c2ccccc2)c2coccc2O1,2
C1CC[C@@]2(CCN1)CNCc1ccccc1O2,2
c1nc2cscn2c2cc3c(cc12)OCO3,2
C1NCC[NH+]2CCC[C@@H]12,2
C1=NN=C(C2CC[NH+]CC2)C1,2
C1CCC(N2CNN=N2)C1,2
C1CCC2(C1)C[NH+]C2,2
c1ccc2[nH]c3c(cc2c1)C[NH+]CC3,2
c1nc2scnc2s1,2
C1CSc2nncn2N1,2
c1nn2cc3c(nc2s1)CCCC3,2
c1ccc2c(c1)C[NH2+]CC1(CCCCC1)O2,2
c1ncc2c(n1)[C@]1(CCCNC1)OCC2,2
c1cnc2cc[nH]cc2c1,2
C1CC[C@@]2(CCOC2)CN1,2
c1ccc2c(c1)=[NH+][C@@H]1CCNCC=21,2
c1ncc2cocnc2n1,2
C1C[C@@H]2SCN=C2C1,2
C1CCCN1C1=NCCS1,2
c1ccc2c(c1)nc1ccnn12,2
C1CCCC(C2CCCCC2)C1,2
C1Cc2cc3c(cc2C1)OCCO3,2
C1=CC[C@]2(CC1)CCCNC2,2
c1cc2c(cc1C1=NNCC1)OCO2,2
C=[NH+]\C,2
c1nnc2c(n1)C1CC[C@@H]2C1,2
C1CN[NH2+]N1,2
c1cc2c(c[nH]1)COCC2,2
c1ccc(C2=[N+]3CCCCCN3CC2)cc1,2
C1=CC(c2ccco2)=NSN1,2
C1CC[C@H]2CNC[C@H]2[NH+]C1,2
C1NC[C@H]2COC3(Cc4ccccc4C3)[C@H]12,2
c1ccc2c(c1)Cc1sccc1-2,2
C1NC[C@H]2CN3c4ccccc4C=C[C@H]3[C@@H]12,2
c1cn[n-]n1,2
C1NCCCCC1C1CC[NH+]CC1,2
C1=CC2=c3ccccc3=[NH+][C@H]2C=C1,2
C1NC[C@H]2NCC[C@H]2N1,2
C1[NH+]=c2ccccc2=C2OC=CC[C@H]12,2
C1=Cc2ccccc2C1,2
C1C[NH2+]CSC1,2
C1CNC[C@@]2(C1)CC[NH+]C2,2
C1=NN[C@H]([C@H]2N=NC3=C2CCC3)N1,2
c1ccc([C@H]2[NH+]CCc3c2[nH]c2ccccc32)cc1,2
C1CCCC2=C1CC1=C(CCCC1)O2,2
C1OCO[C@H]2CCCO[C@H]12,2
[N-][NH+],2
c1ccc2c(c1)COCN2,2
c1ncc2c3c(sc2[nH]1)C[NH+]CC3,2
C1C[C@@]2(C[C@H]3CC[C@@H]2N3)Oc2ccccc21,2
c1ncc2c([nH+]1)CC[NH+]C2,2
c1ccc2c(c1)NC1=[NH+]CCN12,2
C1=CN2CN=CN=C2N=C1,2
C1=C[C@H](c2ccncc2)n2ccsc2=C1,2
C1=CN2NCC[C@@H]2N=C1c1cccs1,2
C1C[C@@H](c2ccccc2)n2c(nc3ccccc32)N1,2
C1=C(c2ccccc2)N=N[C@H]1[C@@H]1NCNN1,2
C1=C(c2ccc3c(c2)OCO3)N=NC1,2
c1ccc2c(c1)NC1(CC[NH+]CC1)NS2,2
C1CC2(CCN1)CCOCC2,2
c1ccc2c(c1)CCc1cnc[nH]c1-2,2
C1=CC2(CC[NH+]CC2)Oc2ccccc21,2
c1ccc2cc(C3=NNCC3)ccc2c1,2
c1ccc([C@@H]2[NH+]CCc3sccc32)cc1,2
C1NCC2=NC(N3CCNCC3)=N[C@@H]2N1,2
C1CN2C=Nc3ccccc3C2=NN1,2
C1C=CN=N1,2
C1CCC2(CCN1)CCNCC2,2
C1c2ccccc2[C@H]2c3[nH]c4ccccc4c3CCN12,2
c1nc2cc3c(cc2cn1)OCO3,2
C1=[NH+]CCNC1,2
C1C[C@H]2C[C@H](C2)C1,2
C1=NN=C([C@H]2CCC[NH+]C2)C1,2
c1ccc2c(c1)cnc1ccccc12,2
C1NC[C@H]2[C@H]1[C@@H]1CCC[NH+]1[C@]21CNc2ccccc21,2
c1cn2ncn3c2c1CCCC3,2
C1Nc2ccccc2NC12CCCC2,2
c1cnc2nc[nH]cc2n1,2
C1C[C@H]2C[C@H]3C(CCC[C@]34CO4)C[C@H]2O1,2
C1=C[C@@H](c2ccccc2)c2occcc2O1,2
c1nc2c([nH]1)CNCC2,2
C1C[C@H]2C[C@@H]1C[NH+]2,2
C1Nc2ccccc2/C1=c1\cn2c(s1)=NCNC2,2
c1ccc(C2=NOCN2)cc1,2
C1=C[C@@H]2N=CC=C2C=C1C1=NOCN1,2
C1CCCC2=C1C[C@@H]1CN=CN=C1N2,2
C1CCCC2=C1CC1=CCCCC1=N2,2
c1ccc2c(c1)ncc1cnnn12,2
C=[NH+]/CCC,2
C1CCCC2=C1[C@H](c1ccccc1)c1c[nH]c[nH]c1N2,2
C1=[NH+]C[C@]2(CCOC2)N1,2
C1CCCC2=C1[C@@H](c1ccccc1)c1cnnc1N2,2
C1CCCC[C@@]2(C1)CO2,2
c1cc2c(c[nH+]1)NCCCN2,2
C1CC(c2cccnc2)=NC(c2ccccc2)=N1,2
C1=COC2=C(C1)CN=N2,2
C1C[C@H](C2CCCCC2)CCN1,2
[NH+]CCO,2
C1NC[C@H]2[C@@H]1[C@H]1C=CC2O1,2
C1=Cn2nnnc2NC1,2
C1N=[NH+]CO1,2
C1=[NH+]CN(c2ccccn2)N1,2
c1nc2nncn2c2sc3c(c12)CCOC3,2
c1ccc2c(c1)CC1(CCCCC1)c1cnc[nH]c1-2,2
C1C[NH+][C@@H]2CCN[C@@H]2C1,2
c1ccc2c(c1)SCCc1ccccn1-2,2
C1CC2(CCCCC2)Oc2ccc3occc3c21,2
c1ccc2c(c1)CCCC2C1CCCCC1,2
C1CC2=C(CC1)CCS2,2
c1cc2c([nH]1)CCNC2,2
C1=NN=C(C2=CNN(c3ccccc3)C2)C1,2
C1=C[C@@H]([C@H]2CCCN2)NO1,2
C1Oc2ccccc2[C@@H]2c3sc[nH]c3SCC12,2
C1CC[C@]2(CC[NH2+]CC2)CC1,2
C1C[C@H](c2ccccc2)c2scnc2N1c1ccccc1,2
C1CN2CCC[C@H]2C[NH+]1,2
c1ccc2c3c([nH]c2c1)CCCCC3,2
C1CCCC2=C1CC=CN2N1CCOCC1,2
CN=C=S,2
c1ccc2c3c(nc2c1)CCNC3,2
C1Nc2ccccc2O1,2
C1NC[C@@H]2NN=C[C@@H]12,2
C1CCCCC(C2CCOC2)C1,2
C1CCCC2=C1CNc1ccc3ncccc3c12,2
C1N[C@]2(CCNC2)CCc2ccccc21,2
c1cc2n(c1)NCCS2,2
c1ccc2c(c1)occ1cnc3c(c12)CCCC3,2
c1ccc2c(c1)occ1ccoc12,2
C1=C[C@@H](c2cccnc2)c2cnccc2O1,2
C1=Nc2nncc2[C@H](c2ccccc2)S1,2
C1N[C@]2(CC[C@@H]3CNC[C@@H]32)Nc2ccccc21,2
C1CN[C@H]2CSC[C@H]2N1,2
C1=NN(c2ccccc2)CNN1,2
c1ccc2c(c1)[nH]c1ccccc12,2
CCCN=[N+]=[N-],2
c1cc2[nH]ccn2n1,2
C1C=C2CC[C@H]3[C@@H](CCC4CCC[C@@H]34)C2CC1,2
C1N=C2S[C@H]3CSCCC3=C2CN1,2
C1=C(c2cscn2)CCN1,2
C1=C[C@@H]2NCC=[N+]2C=C1,2
C1NC[C@H]2CNC[C@H]12,2
C1C[C@@H]2[NH2+]CCO[C@H]2C1,2
c1[nH]cc2c(nc3n2CCCN3)n1,2
C1C=CNc2ccccc2N1,2
c1nc2c(s1)C[NH2+]CC2,2
C1=C(n2c[nH]c3ccccc32)CCNC1,2
c1ccc2c3c([nH]c2c1)CCSC3,2
c1nc2ncc3c(n2n1)CCCC3,2
C1CS[C@H]2COCC[C@H]2N1,2
C1N[C@]2(C[C@H]3CC[C@@H]2CC3)Oc2ccccc21,2
C1=C[C@@H]([C@H]2N=NCN2)N=N1,2
c1nc2c(cn1)C[NH+]CC2,2
C1=CNC[C@@H]([n+]2ccccc2)C1,2
C1CC[C@@]2(CCN1)CCc1ccccc1O2,2
c1ccc2c(c1)NCCC[NH2+]2,2
c1cc2cn[nH]c2cn1,2
C1NC[C@@H]2[C@@H]1C1C=C[C@H]2O1,2
c1nc2sc3c(c2c[nH]1)CCCCC3,2
C1=C[C@@H](c2cccc3ccccc23)c2cnnc2O1,2
c1ccc2c(c1)SN1CNN=C21,2
c1cnc2ncncc-2c1,2
C1C[C@@H](c2ccccc2)c2c(ccc3ccccc23)N1,2
C1N[C@]2(CC3CC[C@@H]2CC3)Nc2ccccc21,2
C1CN2C=CC=CC2=N1,2
C1C[C@H]2CCC[C@H]2C1,2
C1C=C2CC[C@H]3[C@H](CCC4CCC[C@@H]34)C2CC1,2
C/C=C/N,2
c1nc2sc3c(c2cn1)CCCCC3,2
C1C[C@H]2COC[C@@H]1N2,2
c1ccc2c(c1)N[C@]1(COC3(CCNCC3)C1)c1cccn1-2,2
C1CCCN2N=CSC2=N1,2
c1c[n+](N2CCOCC2)cs1,2
C1=CC2=N[C@H]3C[NH+]CC[C@H]3[C@@H]2C=C1,2
C1C[C@@H](C2CC2)CO1,2
C1NC[C@@]2(CCNC2)O1,2
C1NCCCC12CC[NH2+]CC2,2
C1CN=C2SC(N3CCCCC3)=NN2C1,2
c1ccc2c(c1)ncc1c3ncncc3cn21,2
c1nc2[nH]ccc2c[nH]1,2
c1ccn2c(c1)CNCC2,2
C1NC[C@H]2N=NN[C@@H]12,2
C1CSC=C1,2
C1C[C@H](c2ccccc2)c2sccc2N1,2
C1CCCC2=C1OC=CC2,2
c1ccc([C@H]2CCCc3cccnc32)cc1,2
c1oc2c3c(ccc2c2c1CCC2)OC[NH+]C3,2
C1O[C@@H](N2CCNCC2)c2ccccc21,2
C1NCC2C[NH+]C[C@@H]12,2
C1=CC2(CCCCC2)CC=N1,1
Cc1c(/C=N/c2cc(Br)ccn2)c(O)n2c(nc3ccccc32)c1C#N,1
C[C@H]1CCC[C@](C#N)([C@]2(O)CCCCC2(C)C)C1,1
CCC(CC)[S@](=O)CCC(=O)[O-],1
C1C[NH+]C[NH+]1,1
c1ccc2c(c1)CC[C@H]([C@H]1CCCc3cccnc31)N2,1
C1C[C@@H](c2cncnc2)c2ccccc2N1,1
C1C[C@@H]2CCNC[C@H]12,1
O=S(=O)(/N=C(\[O-])c1ccsc1)N1CCCC1,1
Oc1ccccc1/C=[NH+]/CCC/[NH+]=C/c1ccccc1O,1
Cc1nc2n(n1)CCC[C@@H]2N[C@@H]1CCc2c(Cl)cc(Cl)cc21,1
C1=C[C@@H]2CCCC[C@@H]2CC1,1
Cc1nc(/C=N/Nc2ccc(Cl)nn2)c[nH]1,1
C1Nc2ccccc2C12O[C@@H]1CCCC[C@H]1O2,1
C1C=C(c2cccs2)CCC1,1
CN1C[NH+](C)CC2=C1NCNS2(=O)=O,1
O=c1[nH]nc([O-])n1/N=C/c1ccco1,1
C1=CS[C@H]([C@H]2CCC[NH+]2)C1,1
O=C([O-])CC1=C(C(=O)[O-])CCCC1,1
C1C[C@H]2[C@H]3CC[C@]45C[C@H]4CCC5[C@@H]3CCC2C1,1
CN1C2=C(C#N)C(=O)CCN2c2ccccc21,1
C1CCc2c(sc3c2CNCN3)C1,1
CC(=O)C1=CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3C(=O)C[C@]12C,1
C1CC[C@@H](C2CCOCC2)CC1,1
Cc1ccc(F)c(Br)n1,1
C[C@H]1CC(N)=C(C#N)C1(C#N)C#N,1
CC1(C)O[C@H]2O[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1,1
C1NCCN2Cc3[nH]c4ccccc4c3C[C@@H]12,1
CNC(=S)NNc1ccc(Br)cc1,1
C1=CC2=NNC[C@@H]2C=C1,1
[NH3+]C1([C@H]2CCO[C@@]3(CCSC3)C2)CCCC1,1
C1=NCCC=[N+]1c1ccccc1,1
c1ccc(-[n+]2ccn3c2CCC3)cc1,1
c1ncc2c(n1)C1CC[C@@H]2C1,1
C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@H]2C1=CC(=O)OC1,1
C1C[C@H](c2ccccc2)c2scnc2N1,1
C1=COc2nccn2C1,1
C[C@H]([C@@H](C)O)S(=O)(=O)c1ccc(F)cc1,1
C1Nc2cccnc2Oc2ccccc21,1
Cc1cc2c(c(=O)o1)C(c1ccc(Cl)c(Cl)c1)c1c(cc(C)oc1=O)O2,1
CC(=O)N=P(N1CCCCC1)(N1CCCCC1)C(C)(C)C,1
c1nc2nonc2nc1N1CCCO1,1
C[C@H]1CO[C@H]([C@]2(C)OC[C@H](C)O2)O1,1
Cc1ccc2c(nc3s/c(=C\c4ccc(F)cc4F)c(=O)n32)c1C,1
C1NC=C2C[NH+]CN=C2N1,1
CN1Cc2ccccc2[C@H]2CCc3ccccc3[C@@H]21,1
C1C[C@H]2C[NH+]C[C@@H]1C2,1
CC(=O)CN1N=C(C)[C@@H](C)n2c1nc1c2c(=O)n(C)c(=O)n1C,1
N#CC1=C(N)OC2=C(C(=O)CCC2)[C@H]1[C@@H]1CC=CCC1,1
c1ccc([C@H]2NCCc3[nH]cnc32)cc1,1
C1CCCC2=Nc3ncnn3[C@@H](c3cccs3)[C@@H]12,1
c1nc2ncn3cnnc3c2[nH]1,1
C1N=C[C@]2(CCCCCC2)N1,1
N=C1N=C(c2ccccc2)/C(=N/Nc2ccc(F)cc2)S1,1
O=C1c2ccccc2C(=O)N1N=Cc1ccc(/C=N/N2C(=O)c3ccccc3C2=O)cc1,1
C1OCCOc2c1cnc1ccccc21,1
CC1(C)CCC(O)([C@]2(C#N)CCOC2)CC1,1
c1ccc2c(c1)OCCC2C1CCCCC1,1
C1CCC2[NH2+]CCCN12,1
c1ccc2c(c1)CCC[C@@]21CO1,1
C1=C(c2ccc3c(c2)OCCO3)N=[NH+]C1,1
C1Cc2ccccc2CN2Cc3ccccc3[C@H]2S1,1
C1=Cc2ccccc2SC1,1
C[C@@H]1CC[C@@](O)([C@]2(C#N)CCOC2)C[C@@H]1C,1
O=C1[C@@H]2[C@H](C(=O)N1/N=C/c1cc(Br)c(O)c(Br)c1)[C@@H]1C=C[C@H]2CC1,1
C1NC[C@@H]2[C@H]1[C@@H]1CCC[NH+]1[C@]21CNc2ccccc21,1
c1[nH+]nc2c1NCC1COC[C@H]1N2,1
Cc1ccc(/N=C2/COCCN2)cc1,1
N#Cc1nn(C(N)=O)c(N)c1C#N,1
CS/C(=N\c1ccccc1F)N1CCCCC1,1
C1NCN2C=CC[C@@H]12,1
C1CC2(CCN1)NCCS2,1
C[C@@H]1[C@@H](C)CCC[C@@]1([NH3+])[C@@H]1CCOC2(CCCC2)C1,1
O[C@H]1CCC2C1C1CC[C@H](O)C21,1
CC[C@H](C)[C@H](C)C[C@@H](C)Br,1
O=C1O[C@H](O)c2cccc3ccc4cccc1c4c23,1
C1NCC2=NC=N[C@@H]2N1,1
NC(=[NH2+])c1ccc2ccccc2c1,1
C1=CC2(C=CN1)CCCCC2,1
C1=[NH+]CNN1c1ccccc1,1
C1c2ccccc2CN1N1CC1,1
c1cc2nc3c(cc2cn1)CNCC3,1
CC(C)[C@H](O)[C@]1(C[NH3+])CCc2ccccc21,1
C1C[NH+]COC1,1
O=[N+]([O-])c1ccc([O-])c(/N=C/c2cc(Cl)cc(Cl)c2O)c1,1
c1ncc2ocnc2n1,1
NC1=C(N)C(=O)c2ncccc2C1=O,1
C[N+]1(/N=C(\[S-])NN)CCOCC1,1
C[C@@H]1Cc2c(ccc(F)c2F)[C@@H]1Br,1
C1OC[NH+]2COC[C@H]12,1
c1ccc([C@H]2CCc3ncsc32)cc1,1
O=S1(=O)CCc2[nH]c3cc(F)c(F)c(F)c3c2C1,1
Cn1c2c(c(=O)n(C)c1=O)[C@H](c1cccc(Cl)c1)C1=C(CC(C)(C)CC1=O)N2,1
C1=C2CCCC[C@@H]2SC1,1
c1ccc2c(c1)CC[NH+]1CNC[C@@H]21,1
c1ccc2c(c1)Cc1cc[nH]nc1-2,1
Cc1ccc2c(=O)cc([O-])oc2c1,1
N#Cc1cc2c(cc1C#N)N1CCCc3c(Cl)ccc(c31)O2,1
c1ccc2[n+]c3c([n+]c2c1)CCC3,1
C[C@H]1CCC2=C(C1)S[C@H](/N=C/[C@@H]1C=NN=C1c1ccccc1)[C@@H]2C#N,1
C1NCCCCCN1,1
C/C(=N\Nc1nc2ccccc2c(=O)n1O)c1ccc(Cl)cc1,1
Cc1ccc2[nH]c3c(=O)[nH]ncc3c2c1,1
Cc1cc(S(=O)(=O)/N=C(\[O-])[C@@H]2CCC[C@@H](C)C2)cc([N+](=O)[O-])c1C,1
C[S@@](=O)c1c(Cl)cc(Cl)c(N)c1[N+](=O)[O-],1
CC1(C)CCC[C@]2(C)[C@@H]1CC[C@]1(C)[C@@H](O)[C@@]3(C)CC[C@@]21C3,1
C1CNSc2ccsc21,1
c1ccc([C@H]2[NH2+]Cc3ccccc3-n3cccc32)cc1,1
NC1=c2cc(Br)ccc2=[NH+]C1,1
C/C(=N/O)c1ccc2c3ccccc3n(C)c2c1,1
C1NCCSC12CCCC2,1
OC[C@@H](Br)C(F)(F)Br,1
C1NC2(CCNCC2)[NH2+]C12CCCC2,1
C1CCC[C@H]([C@H]2CCCCC2)C1,1
c1nc2c(cn1)CNCC2,1
C1=NC=NCN1,1
O=[N+]([O-])c1ccc2c3c(sc2c1)S(=O)(=O)c1ccccc1-3,1
C1NCC=CC[C@H]1C1CC[NH+]CC1,1
C1CCC(c2ccc3[nH]cnc3c2)=NN1,1
c1ccc2c(c1)CCC[C@@H]2[NH+]1CCNCC1,1
c1c[nH]c2c(c1)sc1nc3c(cc12)CCCC3,1
C[C@H]1CC2(CCCCC2)N2C(=O)[C@@]3(C(C#N)=C(N)OC4=C3C(=O)CC(C)(C)C4)c3cccc1c32,1
c1ccc2c(c1)Cc1cccnc1NC2,1
